School_Percentage,Aptitude_Test,Acadmic_Achievement,Programming1,Programming2,School_type,Color
95,92,92,58,62,2,2
91,96,99,61,90,2,2
94,96,93,80,44,2,2
96,96,93,67,88,2,2
98,99,91,70,65,1,2
92,95,95,99,95,1,1
93,91,97,54,57,1,2
91,90,95,55,63,2,2
90,96,93,85,98,1,1
94,94,95,80,91,2,1
97,90,90,48,52,1,2
99,95,93,84,87,2,1
91,91,95,87,87,1,1
99,93,94,78,48,2,2
90,92,97,43,79,1,2
94,91,92,91,74,1,2
95,97,91,55,94,2,2
95,93,98,78,51,1,2
93,91,95,47,67,1,2
90,96,95,42,74,1,2
93,91,92,45,50,1,3
94,91,97,53,96,1,2
90,97,99,63,41,2,2
99,97,96,97,87,1,1
91,93,99,81,83,1,2
97,99,96,48,99,1,2
99,93,97,57,65,1,2
90,95,98,90,42,1,2
98,94,94,45,71,2,2
94,96,91,41,58,1,2
98,94,94,72,68,2,2
94,94,91,88,42,1,2
91,94,92,75,83,2,2
99,98,94,77,62,1,2
94,97,98,74,75,1,2
90,99,91,81,74,2,2
99,92,93,90,51,1,2
98,93,97,42,48,1,2
97,90,96,57,61,2,2
93,98,97,69,70,1,2
91,96,99,69,42,2,2
93,94,99,43,98,1,2
93,98,93,61,69,2,2
99,95,91,81,85,1,1
99,96,94,48,75,1,2
98,91,96,68,97,2,1
99,98,94,55,92,2,2
94,97,94,56,50,2,2
90,90,90,62,98,2,2
91,90,96,73,77,2,2
96,95,90,57,50,2,2
93,90,90,74,58,1,2
97,94,93,69,63,1,2
91,92,99,64,89,2,2
93,90,93,73,56,1,2
92,94,97,46,41,1,3
95,99,92,81,53,1,2
91,91,90,56,54,1,2
98,94,98,69,42,1,2
95,98,97,66,66,2,2
98,95,95,51,64,2,2
98,93,94,87,84,1,1
92,99,97,77,73,2,2
99,96,92,50,73,1,2
97,92,92,45,55,2,2
91,95,94,86,48,2,2
94,93,91,66,91,2,2
96,93,96,89,92,1,1
99,96,97,88,63,1,2
94,91,99,80,75,2,2
98,96,97,59,75,2,2
93,90,93,99,96,2,1
91,94,93,62,81,1,2
91,93,90,92,73,2,2
97,97,99,71,86,2,1
97,92,93,42,40,1,3
97,92,99,95,52,2,2
94,99,96,89,67,1,2
92,96,91,60,46,1,2
93,91,98,59,57,1,2
97,91,96,62,93,1,2
90,94,90,52,51,2,2
92,90,93,95,61,2,2
97,98,98,62,67,2,2
98,98,92,42,74,2,2
92,94,98,43,81,2,2
95,95,92,57,65,2,2
99,92,90,80,63,1,2
92,98,93,42,73,2,2
90,95,98,70,68,2,2
97,95,95,95,71,1,1
93,95,91,50,49,2,2
98,93,93,76,98,2,1
92,96,92,47,91,1,2
93,99,99,61,89,2,2
98,93,90,69,43,2,2
92,94,98,95,59,1,2
92,95,93,98,50,2,2
93,90,90,71,53,2,2
92,94,93,58,47,2,2
94,99,94,53,48,2,2
97,93,95,57,48,2,2
96,99,99,58,69,2,2
93,97,97,84,49,2,2
97,98,92,90,65,1,2
95,92,94,49,61,1,2
96,94,99,58,43,2,2
91,96,91,72,44,1,2
91,94,90,76,97,1,2
99,99,95,56,58,1,2
97,93,95,40,57,2,2
94,90,90,96,50,2,2
92,97,94,95,46,2,2
93,94,92,93,48,1,2
96,99,96,55,90,2,2
94,94,94,77,43,2,2
98,99,99,48,87,2,2
95,94,91,90,56,1,2
90,97,92,86,63,1,2
94,90,96,74,69,1,2
90,97,96,46,68,1,2
99,97,92,46,40,1,3
92,97,94,83,47,2,2
90,92,96,57,87,2,2
91,96,92,83,73,2,2
95,90,97,56,73,2,2
93,97,96,99,67,1,1
95,96,97,86,67,1,2
98,95,96,96,76,2,1
98,93,92,44,76,1,2
99,94,94,87,82,2,1
95,94,91,67,93,2,2
90,96,93,42,68,1,2
92,90,94,53,44,1,3
93,98,96,99,48,1,2
95,96,97,81,54,2,2
90,94,91,86,45,2,2
99,97,97,71,65,2,2
92,94,90,55,40,2,3
98,93,93,46,90,2,2
92,96,97,72,78,2,2
97,94,98,59,43,1,2
99,90,91,83,60,1,2
92,99,90,68,94,1,2
93,97,97,80,77,1,2
94,92,96,61,74,2,2
99,90,92,65,62,1,2
92,99,97,79,49,2,2
94,90,97,58,99,1,2
95,99,90,63,79,2,2
99,91,90,99,46,1,2
97,96,90,65,54,2,2
92,96,90,72,64,1,2
95,92,98,41,77,2,2
93,94,96,62,58,1,2
90,95,94,49,68,2,2
97,90,95,54,41,2,2
97,96,94,40,68,2,2
93,91,90,73,83,2,2
92,93,97,90,42,2,2
99,97,95,90,83,2,1
96,97,90,48,75,2,2
91,97,93,49,82,2,2
92,93,92,79,91,2,2
92,91,91,79,57,1,2
91,97,90,80,96,2,1
93,98,94,52,92,2,2
92,95,95,70,76,1,2
92,94,92,57,61,1,2
97,93,93,99,90,1,1
92,97,95,77,66,1,2
97,97,95,69,74,2,2
97,91,94,93,69,2,2
95,98,94,52,54,1,2
98,94,95,51,53,1,2
91,91,96,92,66,1,2
98,94,91,68,65,2,2
91,94,92,69,77,1,2
93,97,97,86,83,2,1
93,98,93,48,41,1,3
91,92,90,78,94,2,2
98,93,95,81,47,2,2
96,90,99,64,56,2,2
93,99,91,65,46,1,2
95,91,98,94,55,1,2
93,95,92,59,46,2,2
97,97,93,54,47,2,2
98,98,95,66,85,2,2
94,90,96,63,59,1,2
99,94,92,63,58,2,2
91,97,90,77,60,1,2
94,99,96,68,76,2,2
96,94,96,47,40,1,3
96,99,96,52,65,1,2
93,96,94,94,59,2,2
90,98,96,69,95,2,2
94,97,98,59,99,1,2
97,98,99,49,55,2,2
95,95,96,91,90,1,1
93,98,90,71,79,2,2
96,97,99,62,67,2,2
98,93,95,50,62,1,2
94,95,99,54,83,1,2
94,95,91,75,87,1,2
94,91,94,55,74,2,2
96,98,93,60,60,1,2
91,95,98,70,95,1,2
99,92,95,60,87,2,2
93,96,97,58,54,1,2
97,97,90,93,49,1,2
98,95,95,50,80,2,2
93,92,94,57,83,1,2
90,90,95,91,51,1,2
96,94,93,55,95,2,2
94,97,96,86,58,2,2
93,97,93,80,88,1,1
91,99,91,44,87,2,2
96,95,93,45,98,2,2
95,95,95,67,48,2,2
91,95,97,74,59,1,2
98,99,92,74,40,2,2
98,98,93,99,62,1,1
93,98,91,73,41,2,2
96,90,96,49,82,1,2
91,99,97,93,86,2,1
91,92,94,64,45,1,2
93,91,91,59,99,2,2
92,94,99,65,75,2,2
97,96,96,81,88,2,1
96,96,97,83,80,2,1
95,90,96,73,99,1,1
95,97,90,88,91,2,1
90,95,99,90,91,1,1
99,91,90,48,74,1,2
96,99,92,61,91,2,2
92,91,91,91,82,2,2
94,92,92,79,51,1,2
95,92,90,81,93,2,1
95,95,99,60,95,2,2
95,96,91,63,91,1,2
95,93,99,87,79,1,1
94,95,91,71,95,2,2
93,90,98,56,50,1,2
90,97,97,98,69,2,1
96,95,91,58,59,1,2
93,96,91,98,68,1,2
96,99,92,50,58,1,2
93,92,95,81,95,1,1
93,91,92,87,91,2,1
91,95,99,90,91,1,1
90,96,94,89,60,1,2
93,91,92,58,52,2,2
92,98,91,97,43,2,2
94,92,91,57,86,2,2
93,96,95,59,91,1,2
93,96,95,68,53,2,2
90,99,90,97,98,1,1
91,91,95,79,64,2,2
92,93,91,57,83,2,2
95,91,95,79,74,2,2
90,93,94,92,89,1,1
90,93,96,84,46,2,2
90,90,95,72,44,1,2
95,99,94,79,88,1,1
97,96,90,95,63,2,2
91,99,93,77,77,1,2
93,93,90,67,47,2,2
90,94,98,51,66,2,2
92,99,97,46,64,2,2
97,92,96,89,84,2,1
94,95,90,87,73,1,2
98,93,90,90,69,2,2
98,90,90,87,87,1,1
97,99,94,90,66,1,2
90,98,97,85,70,2,2
94,93,95,43,80,2,2
97,99,99,93,98,1,1
95,98,97,81,76,2,2
95,93,94,85,48,2,2
91,93,92,45,40,1,3
92,98,94,65,78,2,2
91,96,96,55,91,2,2
98,94,92,48,41,1,3
90,92,90,71,71,1,2
93,97,95,40,43,1,3
96,98,96,40,63,1,2
99,97,99,98,55,2,2
99,93,92,83,97,1,1
98,95,93,81,58,1,2
91,91,94,43,96,2,2
97,94,94,70,62,1,2
90,90,96,89,88,1,1
94,90,94,56,88,2,2
90,95,99,84,94,2,1
96,97,95,82,77,1,2
92,97,95,52,66,2,2
95,95,99,92,85,1,1
91,92,94,47,43,1,3
97,94,98,61,55,2,2
94,92,91,98,77,1,1
91,96,90,98,50,2,2
93,92,90,75,65,1,2
94,98,96,94,60,1,2
96,90,90,70,62,2,2
91,90,92,54,90,2,2
92,90,90,71,46,1,2
98,93,93,69,94,2,2
92,96,98,48,99,1,2
92,92,99,94,81,1,1
98,99,99,62,83,2,2
96,91,96,56,77,1,2
99,99,95,87,86,1,1
91,90,96,58,50,2,2
92,91,94,65,49,1,2
96,91,99,67,55,2,2
94,93,92,60,56,1,2
93,90,96,88,88,1,1
96,91,90,49,42,1,3
92,95,99,87,62,1,2
99,92,91,60,66,1,2
95,97,91,59,42,2,2
94,95,96,52,58,2,2
94,97,90,53,72,2,2
90,92,92,40,45,2,3
90,91,96,99,77,1,1
91,97,94,94,43,1,2
94,97,95,41,76,1,2
95,90,92,76,48,1,2
98,91,95,72,95,2,1
94,97,91,95,82,1,1
97,96,91,79,83,1,2
92,94,96,60,55,1,2
93,92,92,54,49,1,2
99,98,96,40,42,2,2
93,94,90,98,70,2,2
95,91,96,69,94,1,2
91,96,90,90,45,1,2
97,93,98,50,46,2,2
95,92,92,77,69,1,2
98,95,97,80,90,1,1
95,95,90,64,82,2,2
93,91,92,99,66,2,2
93,95,97,85,75,2,2
93,90,94,91,95,1,1
92,96,91,80,46,2,2
97,99,90,79,77,2,2
98,91,94,69,91,1,2
93,96,98,73,75,1,2
96,94,95,59,72,2,2
96,92,93,98,47,2,2
95,99,95,95,73,1,1
92,98,91,97,68,1,2
91,91,91,87,43,1,2
96,93,96,48,46,1,2
91,98,93,92,71,2,2
96,94,92,52,64,2,2
94,96,98,68,98,2,1
96,98,97,81,77,2,2
99,95,90,45,63,2,2
97,91,91,40,89,1,2
98,97,96,42,53,1,2
96,97,91,42,67,1,2
98,91,93,56,93,1,2
96,92,98,51,63,2,2
90,94,92,96,77,2,2
98,90,91,78,96,1,1
92,94,93,76,72,1,2
98,92,91,42,70,1,2
95,98,90,40,92,1,2
96,91,98,61,76,2,2
95,92,98,64,59,1,2
90,97,98,66,66,1,2
93,93,95,82,41,1,2
90,95,92,60,99,2,2
92,90,91,77,48,1,2
91,91,92,42,76,1,2
92,94,96,97,62,2,2
94,96,94,93,44,2,2
93,97,92,91,56,2,2
95,95,95,59,45,2,2
98,98,91,59,68,1,2
96,99,99,62,93,1,2
91,91,91,71,76,1,2
97,99,98,74,83,1,1
99,95,95,91,58,2,2
97,96,93,55,96,1,2
96,97,99,62,40,2,2
94,98,98,72,89,1,1
91,94,93,42,65,2,2
95,96,99,83,52,2,2
96,93,98,50,81,1,2
96,90,94,65,62,2,2
96,91,91,92,84,1,1
93,95,97,68,98,1,1
95,90,94,95,52,1,2
92,97,95,87,43,2,2
93,90,92,49,99,2,2
96,92,92,97,73,2,1
99,90,91,59,56,2,2
90,93,92,73,56,2,2
93,91,96,78,44,1,2
99,92,90,79,52,2,2
95,92,93,88,54,1,2
99,95,94,91,99,1,1
97,97,96,66,68,1,2
91,98,99,96,62,2,2
95,93,94,88,89,1,1
99,98,96,64,53,2,2
92,95,91,87,48,2,2
97,99,99,41,78,1,2
90,98,92,85,77,1,2
94,92,98,94,50,1,2
94,98,96,65,97,1,1
97,94,95,84,81,2,1
92,98,93,82,65,1,2
93,97,99,75,90,2,1
99,97,96,97,80,2,1
92,93,91,71,93,1,2
95,94,97,63,58,2,2
91,93,99,76,80,1,2
96,99,96,79,82,1,1
95,99,96,93,65,1,2
92,92,96,58,85,2,2
98,96,94,73,92,2,1
90,99,90,73,62,2,2
95,98,98,91,71,2,1
98,96,99,56,41,1,2
95,93,91,74,50,1,2
98,98,93,80,72,1,2
91,95,99,56,90,2,2
90,98,91,72,81,2,2
90,93,98,53,84,1,2
97,90,99,40,92,1,2
90,97,97,59,73,2,2
91,91,98,78,89,2,2
96,93,97,61,73,1,2
98,92,96,58,52,2,2
93,99,90,42,52,1,2
98,90,90,40,82,1,2
96,91,99,58,71,2,2
94,95,92,79,59,1,2
96,93,95,64,51,1,2
94,93,90,56,56,2,2
94,94,95,81,43,2,2
97,95,99,94,43,2,2
98,97,96,60,75,1,2
98,98,95,67,87,2,2
91,92,91,90,60,2,2
97,93,91,49,92,1,2
95,95,90,77,87,1,2
99,96,97,65,60,2,2
99,91,95,96,81,1,1
97,94,96,55,82,1,2
99,92,91,80,49,1,2
95,92,90,77,41,2,2
91,90,97,73,65,2,2
93,91,92,76,76,2,2
91,90,96,40,46,2,3
91,93,97,66,68,1,2
91,96,91,55,99,1,2
92,97,90,99,44,1,2
95,92,99,71,60,2,2
96,95,91,49,55,2,2
94,90,92,77,53,1,2
92,90,92,84,43,1,2
99,94,92,73,66,1,2
99,91,99,48,97,1,2
90,94,95,84,71,2,2
96,93,92,78,70,1,2
99,96,95,56,69,1,2
97,91,91,75,91,2,2
99,92,95,40,70,2,2
94,90,95,63,92,1,2
93,90,96,50,58,2,2
99,99,92,52,88,1,2
92,94,97,73,86,1,2
91,92,90,99,80,1,1
99,91,98,78,56,2,2
90,93,96,61,95,2,2
94,98,91,73,43,1,2
99,99,90,92,58,2,2
98,99,95,52,54,2,2
90,92,92,88,68,1,2
96,91,91,65,67,1,2
90,90,99,83,57,1,2
92,98,92,47,85,2,2
90,99,95,52,96,1,2
98,93,95,44,75,2,2
95,90,95,78,52,2,2
95,99,98,54,41,2,2
96,94,97,83,79,2,2
96,94,95,66,53,1,2
99,96,90,88,53,1,2
95,95,94,64,72,1,2
91,97,91,72,45,1,2
91,96,97,95,44,2,2
99,94,96,76,99,1,1
95,96,99,54,41,2,2
98,93,97,94,90,2,1
92,93,98,61,50,2,2
95,92,93,63,43,1,2
93,99,99,82,62,2,2
93,91,95,93,97,2,1
93,93,90,69,41,2,2
92,99,91,67,96,1,2
95,91,95,53,85,1,2
92,97,90,93,85,2,1
93,95,98,97,66,2,2
96,98,99,50,83,2,2
93,99,92,63,58,1,2
97,96,93,79,63,2,2
96,99,93,88,86,2,1
99,91,96,88,58,2,2
98,93,94,73,55,2,2
92,94,90,84,57,2,2
92,95,94,63,76,1,2
97,90,97,92,42,1,2
92,93,95,96,99,2,1
99,94,91,94,78,2,1
92,97,99,79,84,1,1
95,93,95,48,56,1,2
98,92,97,70,70,2,2
96,94,95,61,49,1,2
97,97,95,46,52,2,2
99,96,99,66,42,1,2
90,98,90,49,47,1,3
92,97,94,57,93,2,2
91,99,95,68,84,1,2
90,97,90,99,90,2,1
94,90,96,60,83,2,2
90,96,95,66,88,2,2
95,93,97,90,56,1,2
90,98,90,88,54,2,2
97,95,90,52,57,1,2
90,95,92,93,82,2,1
94,97,92,53,45,2,2
97,92,93,44,50,1,2
93,99,95,76,94,2,1
92,97,93,83,77,1,2
95,92,95,91,56,2,2
92,90,97,71,70,1,2
95,91,91,88,76,2,2
97,98,93,45,53,2,2
94,97,99,46,86,2,2
93,96,97,84,83,2,1
92,92,90,99,58,1,2
90,93,99,61,95,1,2
94,90,91,52,77,2,2
96,93,92,52,86,2,2
98,91,98,77,46,1,2
91,96,94,99,82,1,1
97,91,93,55,46,2,2
93,94,91,51,82,2,2
97,90,90,61,42,1,2
96,96,91,40,50,2,3
98,95,99,75,69,2,2
90,90,92,82,68,1,2
93,93,94,68,67,1,2
94,91,99,99,82,2,1
90,98,94,49,88,1,2
96,93,90,72,67,2,2
92,93,90,99,80,1,1
95,93,95,70,90,1,2
93,93,90,76,88,2,2
90,94,94,66,57,1,2
95,94,96,57,64,2,2
93,93,99,81,76,1,2
95,94,91,53,80,1,2
96,90,96,83,69,2,2
90,94,97,75,89,2,2
98,99,98,61,52,1,2
90,99,91,73,70,1,2
93,91,97,72,94,1,2
98,96,93,46,81,2,2
97,93,91,60,63,2,2
94,97,96,71,83,2,2
92,90,91,59,66,1,2
97,98,95,40,41,2,3
90,98,99,94,97,2,1
92,94,90,66,76,1,2
98,95,99,52,74,1,2
96,94,94,66,78,1,2
97,95,93,77,91,1,1
95,92,96,94,64,2,2
91,94,98,42,90,2,2
97,95,99,65,69,2,2
96,90,99,83,95,1,1
96,94,93,70,90,1,2
96,94,92,99,98,1,1
98,99,90,97,57,1,2
98,92,90,66,44,2,2
94,97,99,91,93,1,1
91,92,92,66,44,2,2
96,92,90,97,86,2,1
97,91,96,52,51,2,2
97,90,91,72,70,1,2
99,90,93,46,48,2,2
93,98,97,61,56,1,2
97,93,99,55,67,1,2
94,95,99,73,46,2,2
99,91,98,63,93,1,2
94,93,97,47,55,2,2
90,91,97,87,86,2,1
94,92,93,69,76,1,2
94,99,91,98,67,1,2
97,94,95,47,44,1,2
91,96,95,73,77,1,2
90,94,94,75,45,1,2
94,94,95,62,84,2,2
98,97,91,54,88,1,2
91,94,97,82,85,1,2
95,90,96,77,84,1,2
94,98,90,67,52,1,2
95,97,90,86,69,1,2
91,95,97,87,66,2,2
98,91,92,89,78,1,2
90,97,92,60,84,2,2
91,92,94,92,53,1,2
91,94,93,91,60,1,2
92,91,99,86,41,1,2
90,95,98,62,52,1,2
93,90,99,56,97,2,2
99,92,90,96,80,1,1
97,95,97,81,46,1,2
90,98,98,59,99,2,2
96,92,98,88,86,1,1
98,98,98,59,71,1,2
97,93,96,40,74,2,2
94,91,92,60,78,2,2
95,94,91,61,93,1,2
91,92,94,41,84,2,2
93,99,96,57,97,2,2
94,95,98,53,52,1,2
90,97,91,87,68,1,2
90,99,92,77,48,2,2
97,95,98,92,64,1,2
93,93,91,64,96,2,2
97,93,94,47,52,1,2
94,96,91,98,84,2,1
90,97,97,73,58,1,2
99,92,98,74,77,2,2
96,99,92,67,86,1,2
93,97,97,92,68,2,2
96,95,98,50,49,2,2
96,98,92,84,94,2,1
97,91,91,53,66,1,2
94,92,96,59,61,1,2
93,92,94,90,74,2,2
97,97,92,81,94,1,1
99,92,94,57,93,1,2
92,95,99,76,88,1,1
92,91,93,74,48,2,2
95,94,93,92,49,2,2
99,98,98,58,84,1,2
94,92,99,89,97,1,1
99,93,91,76,85,2,2
91,96,91,66,45,1,2
97,91,91,81,40,1,2
91,94,90,42,74,1,2
94,99,95,70,59,2,2
98,94,91,66,88,1,2
96,98,90,43,82,1,2
96,96,98,86,67,2,2
91,98,96,70,54,1,2
97,97,96,72,41,1,2
91,91,98,68,85,2,2
96,98,98,68,70,2,2
95,90,98,49,68,2,2
93,99,92,79,93,1,1
96,95,92,82,71,1,2
97,98,98,70,45,2,2
99,99,97,99,55,1,2
98,91,94,99,81,2,1
94,91,98,94,53,1,2
93,96,94,98,72,1,1
90,93,98,55,96,2,2
92,99,92,68,69,1,2
98,90,97,51,56,1,2
97,94,91,62,67,2,2
93,97,96,62,67,2,2
94,97,93,88,71,2,2
93,95,96,98,89,1,1
97,91,94,57,95,1,2
99,99,92,57,59,2,2
93,90,96,81,55,2,2
91,96,94,92,47,2,2
98,93,98,58,90,2,2
99,92,95,40,66,2,2
91,91,93,57,93,1,2
97,91,93,41,51,1,3
99,94,96,73,54,2,2
94,91,91,63,94,1,2
94,99,91,78,77,1,2
91,92,97,67,94,1,2
92,91,93,59,74,2,2
90,90,97,93,87,1,1
92,95,95,51,75,1,2
98,97,91,40,72,2,2
95,95,96,82,97,1,1
93,97,91,59,54,2,2
95,96,94,86,50,2,2
96,92,97,75,95,1,1
98,91,91,87,91,1,1
92,95,98,81,55,1,2
97,98,97,95,77,1,1
96,90,96,89,48,2,2
98,94,90,65,95,2,2
97,91,95,99,52,2,2
95,95,94,94,65,1,2
99,94,95,57,77,1,2
94,91,99,74,70,1,2
99,94,91,50,71,1,2
99,96,95,42,97,1,2
95,95,93,50,65,1,2
93,94,99,95,57,2,2
96,98,97,54,47,2,2
94,97,90,91,49,1,2
99,94,95,51,89,1,2
97,96,96,49,40,1,2
95,99,91,41,58,2,2
93,92,96,64,58,1,2
94,96,92,71,68,1,2
96,97,99,41,57,1,2
94,91,98,95,69,1,2
92,93,98,86,61,1,2
91,90,99,75,64,1,2
92,96,99,56,58,1,2
99,96,94,93,60,1,2
97,92,90,42,43,1,3
95,93,92,88,94,2,1
92,99,90,49,43,2,3
90,94,93,83,62,1,2
97,92,90,94,75,2,2
95,96,97,76,51,1,2
94,96,99,89,73,1,1
94,98,91,75,42,2,2
96,92,97,44,94,2,2
94,98,92,61,63,1,2
91,98,94,87,95,2,1
95,92,91,76,74,1,2
96,93,92,76,40,1,2
99,99,98,49,55,2,2
99,99,95,73,81,2,2
99,99,91,89,56,1,2
90,97,99,99,59,2,2
93,91,95,66,51,2,2
91,92,99,41,92,2,2
94,92,99,70,74,1,2
93,98,93,82,43,1,2
96,90,97,62,80,1,2
92,96,99,72,90,1,2
98,92,97,84,94,2,1
90,96,97,94,58,1,2
92,97,97,80,83,1,2
96,95,91,97,77,1,1
97,91,94,53,51,2,2
98,91,99,62,49,2,2
94,90,95,55,93,2,2
90,94,91,93,77,2,2
97,92,94,51,60,1,2
96,95,90,83,87,2,1
98,94,98,52,92,2,2
93,93,96,86,46,2,2
93,90,95,83,46,2,2
94,93,95,61,52,1,2
97,90,98,90,80,2,1
97,93,93,46,94,2,2
90,99,92,48,55,1,2
96,98,96,61,87,2,2
95,97,90,86,91,1,1
98,97,95,61,75,1,2
93,91,96,70,88,2,2
98,97,99,40,44,2,2
94,98,91,66,57,2,2
94,97,96,92,79,2,1
94,98,99,61,97,1,2
96,92,94,72,50,1,2
98,99,99,78,64,2,2
93,92,94,96,86,1,1
99,99,96,82,47,1,2
97,90,92,99,85,2,1
96,95,95,76,82,2,2
98,93,97,44,94,1,2
93,90,93,45,52,2,3
97,98,98,47,91,1,2
91,92,92,45,68,2,2
95,96,94,82,73,2,2
92,90,95,87,90,1,1
91,97,92,68,71,2,2
94,98,98,96,95,1,1
95,94,92,85,91,1,1
90,94,97,95,51,1,2
92,97,94,51,64,2,2
90,98,96,60,93,1,2
92,92,94,64,65,1,2
90,92,93,87,66,1,2
92,93,91,65,97,2,2
96,92,91,65,61,2,2
97,96,93,74,96,1,1
96,96,98,61,83,2,2
97,95,94,62,56,2,2
96,97,93,92,75,2,1
97,92,97,62,66,1,2
94,94,94,95,81,1,1
97,94,94,51,73,2,2
93,99,99,44,63,1,2
94,96,96,67,91,2,2
98,96,91,67,58,1,2
97,90,96,99,74,1,1
96,94,95,82,43,2,2
99,90,95,78,61,1,2
99,90,99,41,54,1,2
98,98,92,63,83,2,2
92,96,95,46,57,2,2
96,95,93,53,85,1,2
93,99,96,66,99,2,1
91,95,94,80,69,1,2
95,92,94,69,60,2,2
97,92,99,85,45,2,2
98,98,98,64,57,2,2
98,94,90,80,96,2,1
91,92,92,99,49,1,2
94,99,94,84,55,2,2
94,93,93,82,98,2,1
94,97,98,74,87,2,1
91,96,94,47,64,1,2
98,99,99,50,47,2,2
96,92,94,58,50,2,2
93,98,98,62,84,2,2
90,99,97,88,78,2,1
90,90,99,60,60,2,2
98,90,96,93,67,1,2
90,98,96,59,72,1,2
96,97,99,84,57,2,2
96,99,98,99,87,1,1
93,95,98,55,56,1,2
91,94,95,83,41,1,2
95,91,93,67,82,1,2
97,90,98,64,80,2,2
96,95,97,99,85,2,1
90,97,94,54,81,1,2
96,97,95,70,61,1,2
96,96,93,65,56,1,2
93,93,90,82,72,1,2
99,96,95,61,71,2,2
98,94,91,50,40,2,3
94,97,93,63,80,2,2
90,98,99,50,83,2,2
94,90,92,79,81,2,2
90,92,95,93,84,2,1
95,90,93,82,55,2,2
98,99,99,97,62,2,1
95,97,93,57,86,1,2
91,98,99,72,75,1,2
94,94,99,65,68,2,2
97,99,99,84,69,1,2
97,92,95,70,68,1,2
91,96,98,49,50,2,2
94,91,96,62,45,1,2
95,93,90,62,62,2,2
99,98,94,70,90,1,1
96,96,93,98,96,1,1
95,90,98,81,96,1,1
99,90,92,68,58,1,2
94,98,90,87,49,2,2
92,94,98,63,93,2,2
99,90,94,42,60,1,2
99,98,96,69,74,2,2
93,94,94,87,97,2,1
92,94,94,53,43,2,2
95,93,92,52,76,2,2
96,94,94,99,97,2,1
96,95,92,91,47,1,2
99,96,95,80,48,1,2
91,93,90,95,96,1,1
99,93,96,68,81,1,2
98,90,93,99,51,1,2
92,99,95,86,73,1,2
99,93,91,61,40,1,2
91,94,95,44,72,1,2
94,90,93,61,98,2,2
97,97,99,94,58,1,2
91,90,92,84,72,1,2
96,91,97,59,80,1,2
95,98,91,65,71,2,2
91,96,96,56,40,2,2
96,92,96,79,48,1,2
96,96,95,62,60,1,2
92,95,95,48,59,2,2
94,97,94,75,81,2,2
95,99,94,51,94,1,2
97,91,99,46,61,1,2
93,92,96,66,90,1,2
97,90,97,69,76,1,2
91,90,95,83,71,2,2
90,95,97,55,98,2,2
99,92,90,40,83,1,2
90,93,92,86,56,2,2
94,93,97,54,49,2,2
97,98,99,76,80,1,1
96,94,98,46,52,1,2
96,97,94,70,90,1,2
99,96,99,58,86,2,2
95,90,92,44,89,1,2
94,97,93,63,72,2,2
96,93,96,60,91,1,2
90,93,95,70,87,2,2
98,97,97,66,95,2,1
91,90,99,67,66,1,2
99,92,99,73,52,2,2
92,99,98,61,49,2,2
90,96,92,76,55,1,2
98,95,91,86,85,1,1
93,97,99,41,98,2,2
95,93,90,62,58,2,2
99,99,97,41,97,1,2
97,95,98,75,48,2,2
92,99,92,70,41,1,2
94,99,95,58,55,2,2
92,93,98,93,86,1,1
98,92,94,80,66,1,2
93,97,99,60,92,1,2
95,92,91,43,66,1,2
92,99,90,62,75,1,2
99,99,92,73,75,1,2
94,92,91,94,91,1,1
98,97,92,76,86,1,2
96,98,92,97,65,2,2
92,95,98,97,82,2,1
98,91,91,74,45,2,2
91,98,90,83,51,2,2
98,99,97,90,42,1,2
90,93,96,66,69,1,2
92,97,92,87,74,1,2
92,93,94,99,91,1,1
99,98,90,86,52,2,2
98,95,98,91,96,2,1
97,96,90,63,52,1,2
94,92,93,94,63,1,2
93,99,96,74,89,2,1
95,92,93,86,57,1,2
92,96,99,61,56,2,2
92,95,91,57,42,2,2
97,91,95,56,68,2,2
98,90,92,52,69,1,2
94,97,92,76,57,1,2
92,97,95,60,88,2,2
95,93,97,63,42,1,2
97,99,95,41,91,1,2
94,90,93,67,65,1,2
93,96,90,73,97,1,2
95,92,99,70,82,1,2
91,90,94,73,74,1,2
98,97,93,84,86,2,1
95,93,96,96,46,1,2
90,90,96,66,82,2,2
94,96,95,44,68,1,2
98,99,98,57,77,1,2
91,99,94,50,88,2,2
92,92,99,82,77,1,2
90,99,93,47,60,1,2
91,93,93,96,67,1,2
99,92,95,52,48,1,2
92,96,96,69,99,2,1
96,95,95,47,42,2,2
90,92,98,53,53,1,2
93,95,92,58,91,2,2
93,92,94,93,96,2,1
99,93,96,44,99,2,2
93,92,96,75,55,1,2
96,90,99,52,54,2,2
98,92,91,49,54,1,2
99,93,98,84,68,2,2
97,98,95,66,40,2,2
96,97,96,97,55,1,2
95,90,97,74,51,1,2
95,94,96,53,73,1,2
92,94,98,73,82,1,2
99,95,98,81,79,1,1
90,95,94,88,42,2,2
92,94,90,73,57,1,2
96,94,96,96,60,2,2
96,98,99,41,73,2,2
93,99,93,46,53,2,2
91,91,95,95,50,1,2
97,91,94,76,87,1,2
95,93,91,44,73,2,2
93,96,94,45,47,1,2
90,90,93,80,93,1,2
97,90,94,71,63,1,2
94,90,95,97,93,1,1
94,91,97,80,78,1,2
98,92,96,64,52,2,2
99,98,96,46,53,2,2
97,96,93,57,95,1,2
93,93,95,48,83,1,2
