School_Percentage,Aptitude_Test,Acadmic_Achievement,Programming1,Programming2,Data_Structure,Visual_Programming,School_type,Color
91,93,92,81,63,76,80,1,2
99,91,85,65,43,73,82,1,2
93,93,96,46,87,50,43,1,3
88,96,96,87,48,44,64,1,3
97,96,91,82,67,85,72,2,2
89,95,90,97,47,57,78,2,2
95,96,95,77,73,49,99,1,2
97,94,91,47,69,92,93,2,2
95,88,96,94,75,82,83,2,2
97,94,90,92,92,92,60,2,2
91,94,86,91,61,86,99,1,2
91,90,90,74,86,85,53,1,2
98,94,96,98,50,91,77,1,2
99,91,92,70,68,93,80,2,2
95,92,89,97,92,44,93,2,2
92,97,92,65,98,44,59,2,2
97,97,94,41,46,92,42,1,3
89,93,90,88,65,48,96,1,2
94,97,96,60,49,97,64,1,2
90,96,97,63,52,49,84,1,2
93,91,93,87,44,45,88,1,2
99,92,99,50,69,86,81,1,2
95,92,93,63,56,64,97,2,2
94,99,97,51,56,68,47,1,3
98,94,88,84,77,98,68,1,2
92,94,92,74,93,100,85,2,1
90,94,90,42,68,50,89,2,3
91,92,92,75,85,91,99,1,2
92,92,99,54,57,42,54,1,3
89,88,91,95,91,63,54,1,2
91,99,96,86,76,92,50,2,2
94,91,98,92,48,66,63,2,2
87,98,92,48,92,71,66,1,2
93,93,98,52,96,90,94,2,2
92,88,91,57,76,81,88,1,2
97,90,94,61,92,84,56,1,2
91,89,93,85,81,85,94,1,2
95,91,94,73,89,71,77,1,2
94,96,99,62,61,97,75,1,2
94,95,99,40,72,90,45,1,2
98,96,93,96,56,86,48,2,2
96,95,90,84,75,46,94,2,2
97,97,91,47,59,83,34,1,3
98,91,97,40,52,68,67,2,3
92,92,89,40,86,62,67,1,2
99,93,92,96,42,61,47,1,2
99,99,94,96,49,77,80,2,2
94,86,97,70,51,56,74,2,2
93,93,87,58,61,53,97,1,2
93,96,93,76,79,82,83,2,2
95,94,94,88,57,45,46,2,3
93,93,85,41,74,98,56,2,2
94,97,99,45,96,66,87,2,2
97,93,97,48,52,79,53,2,3
94,93,86,99,42,84,61,2,2
88,94,92,94,79,52,68,1,2
94,94,96,91,95,64,60,1,2
85,98,96,63,77,52,92,1,2
92,99,90,86,96,59,97,2,2
99,85,90,81,98,51,73,2,2
87,96,99,97,40,56,44,1,3
97,92,86,79,41,64,78,2,2
97,96,96,51,92,69,85,2,2
91,92,93,61,66,76,87,2,2
91,97,91,69,59,58,51,2,3
86,90,92,91,87,75,91,2,2
99,94,85,96,62,58,88,1,2
96,95,99,76,67,68,50,2,2
96,90,90,64,92,60,71,1,2
92,95,96,82,79,46,51,2,2
85,99,94,73,95,87,57,1,2
93,99,89,58,93,56,69,2,2
97,95,92,80,73,42,40,1,3
98,85,99,98,80,82,45,1,2
98,98,98,61,73,99,84,1,2
87,97,93,73,54,86,66,2,2
95,90,94,72,65,90,88,2,2
91,92,95,88,64,54,50,1,2
96,98,99,64,96,72,75,2,2
92,97,91,64,60,68,58,1,2
86,98,95,87,46,98,51,2,2
92,90,93,76,46,53,85,1,2
98,97,90,33,95,99,68,1,2
96,96,94,92,97,69,93,2,1
96,91,98,84,53,71,99,2,2
95,96,98,62,52,80,79,2,2
96,92,95,81,95,96,51,2,2
99,96,94,84,91,64,45,1,2
94,95,91,47,56,80,61,1,3
92,98,95,56,54,79,71,1,2
98,85,97,45,73,74,54,1,2
85,97,98,83,57,93,66,1,2
98,90,91,45,74,52,53,2,3
93,99,91,60,88,62,75,2,2
91,99,93,80,46,73,56,1,2
91,91,97,45,48,84,77,2,2
91,95,91,87,95,42,46,1,2
91,90,90,45,67,87,90,2,2
93,91,99,61,60,77,55,2,2
97,99,91,90,91,76,58,2,2
99,92,93,72,50,64,65,2,2
94,94,90,63,78,57,83,2,2
94,99,90,65,60,48,62,2,3
98,98,93,49,66,64,97,1,2
96,98,90,82,81,55,60,2,2
91,96,96,76,74,76,88,1,2
92,98,99,46,43,42,89,1,3
98,91,90,86,76,72,94,1,2
98,93,93,89,77,96,51,2,2
90,93,89,99,89,85,40,1,2
85,95,90,48,57,84,93,1,2
97,93,99,41,44,58,86,1,3
95,93,94,70,55,47,61,1,3
94,92,94,74,80,73,48,1,2
93,94,92,89,44,48,90,1,2
91,94,99,77,74,78,55,2,2
98,92,98,97,74,92,48,1,2
96,96,98,84,65,97,32,1,2
98,97,95,54,42,80,49,2,3
96,90,91,57,91,67,69,1,2
97,90,91,79,44,47,86,2,2
91,90,90,56,43,41,65,2,3
93,97,91,80,93,81,98,1,1
90,93,98,80,56,96,90,2,2
97,92,91,68,82,97,40,1,2
96,97,99,77,74,70,72,1,2
88,95,95,59,94,92,62,1,2
96,97,96,69,89,54,46,2,2
95,96,91,91,82,88,67,2,2
98,98,91,45,80,70,64,1,2
94,95,95,89,64,84,80,1,2
97,96,98,85,57,71,67,2,2
90,96,90,56,85,46,65,2,2
94,97,92,41,82,52,60,1,3
91,93,98,68,77,72,92,1,2
98,93,93,57,73,84,89,1,2
98,94,93,90,50,60,90,2,2
98,91,92,46,48,76,46,1,3
87,92,99,52,63,48,68,2,3
91,94,94,41,78,88,69,1,2
92,90,92,72,79,76,89,1,2
91,88,93,55,65,67,97,2,2
93,93,89,43,50,52,76,1,3
90,97,97,50,80,64,61,1,2
90,90,97,76,94,77,56,2,2
85,91,94,43,50,78,97,1,2
92,98,98,65,82,47,80,1,2
95,94,94,75,48,97,97,1,2
95,97,97,86,98,42,84,2,2
98,96,97,54,82,70,55,1,2
90,99,95,55,81,44,78,1,2
92,90,86,62,96,50,64,1,2
92,91,95,32,96,92,43,2,2
93,95,89,87,49,47,65,1,2
89,93,95,89,93,55,66,2,2
90,90,85,62,56,95,44,2,3
94,95,91,53,85,64,57,2,2
99,93,90,92,80,40,50,2,2
90,91,95,73,99,51,96,2,2
90,91,96,49,46,79,50,2,3
93,90,94,58,40,51,84,1,3
93,92,97,61,61,61,43,1,3
89,96,95,79,78,70,40,1,2
93,98,93,98,79,55,91,1,2
93,98,96,96,72,86,97,1,1
97,96,90,94,86,48,77,1,2
94,98,98,40,64,41,79,2,3
91,98,98,65,82,73,87,2,2
99,97,97,57,60,88,63,2,2
85,95,97,50,86,85,49,2,2
99,91,90,82,76,85,57,2,2
91,90,97,42,78,42,86,1,2
91,92,92,41,85,59,60,1,3
97,94,91,47,69,78,58,1,2
90,94,98,92,76,52,53,1,2
94,89,99,83,41,84,70,1,2
93,90,95,98,48,42,74,1,2
93,94,98,52,40,63,58,1,3
93,90,90,69,56,75,79,1,2
92,94,91,56,94,44,81,1,2
87,95,91,41,91,70,51,2,2
97,98,91,49,95,46,78,2,2
95,99,98,40,47,66,91,1,2
98,97,92,82,53,55,69,2,2
96,94,90,84,82,82,40,2,2
93,92,92,70,67,84,57,2,2
99,91,95,48,87,95,82,2,2
95,90,98,86,98,56,62,1,2
94,96,93,64,47,52,66,2,3
90,92,96,67,91,41,100,1,2
92,95,95,93,93,80,65,2,2
97,99,97,67,76,75,93,2,2
99,94,96,66,83,69,69,1,2
86,98,99,79,41,70,68,1,2
94,88,99,87,98,98,98,1,1
98,99,95,98,99,49,82,2,2
91,98,91,49,65,94,68,1,2
91,93,95,69,93,80,76,2,2
92,96,99,77,73,51,53,1,2
91,97,96,79,71,60,57,1,2
90,91,93,71,93,49,73,2,2
98,95,96,57,59,49,64,2,3
95,98,98,41,69,49,65,1,3
97,90,93,78,86,49,66,2,2
90,92,93,79,47,45,54,2,3
96,94,95,82,46,97,50,1,2
87,99,93,75,50,98,73,2,2
93,96,94,51,94,98,74,2,2
91,94,86,72,81,68,89,1,2
97,97,97,80,78,78,77,2,2
95,90,95,49,58,85,90,2,2
91,93,92,77,69,40,77,2,2
94,97,90,70,94,86,63,2,2
90,94,90,68,73,41,51,1,3
89,92,96,69,71,69,99,1,2
98,93,91,63,56,55,71,2,2
93,95,97,80,48,57,54,2,3
89,95,95,42,79,82,95,1,2
85,92,91,84,41,65,44,2,3
94,97,90,59,94,98,52,1,2
98,90,93,58,44,58,99,1,2
89,90,90,51,50,90,60,2,3
96,96,97,62,59,81,72,1,2
92,98,98,86,51,97,80,1,2
93,92,91,93,43,98,53,1,2
90,89,95,90,63,76,76,1,2
96,97,93,68,97,92,85,1,2
98,88,97,51,64,88,54,2,2
85,99,91,86,83,58,84,2,2
97,91,86,59,67,75,49,1,3
87,99,97,86,63,59,79,1,2
94,94,95,45,69,89,70,2,2
89,99,97,49,75,62,64,2,2
97,99,99,84,68,93,87,2,2
92,92,96,99,42,72,56,2,2
93,89,96,95,56,94,92,2,2
97,91,99,78,50,68,71,1,2
86,94,90,60,64,51,78,1,3
99,91,88,58,96,89,89,1,2
90,95,96,77,50,99,81,1,2
96,94,92,88,50,94,74,2,2
99,95,96,94,67,74,93,2,2
92,96,95,53,83,74,85,2,2
93,88,97,80,93,44,55,1,2
97,93,97,88,66,54,56,2,2
92,91,91,87,95,50,40,1,2
99,93,98,89,78,68,71,1,2
96,95,92,92,94,59,58,2,2
85,93,95,40,67,77,43,2,3
94,99,97,56,90,49,99,2,2
95,98,93,57,94,75,93,2,2
94,98,97,67,68,59,95,2,2
93,99,86,56,72,64,85,1,2
87,95,98,91,69,86,99,2,2
97,85,94,41,92,74,90,2,2
97,91,93,82,72,74,91,1,2
97,90,90,95,86,66,40,1,2
96,98,90,48,74,75,98,1,2
87,99,90,58,70,88,91,1,2
91,93,95,77,94,87,77,1,2
86,90,97,69,64,78,97,2,2
92,99,92,82,71,44,99,1,2
99,99,97,43,91,60,58,1,2
89,94,91,85,45,54,65,2,3
92,95,92,87,96,85,81,1,2
95,94,86,42,77,61,50,2,3
86,95,99,46,96,60,55,2,2
96,89,92,100,60,95,71,2,2
85,93,97,73,49,46,88,1,2
94,98,97,95,75,49,65,1,2
90,95,91,78,68,53,83,2,2
94,88,90,72,82,62,91,1,2
99,95,95,44,85,96,57,2,2
92,94,97,65,43,40,96,1,2
91,95,93,74,66,64,60,1,2
87,98,90,50,56,89,69,1,2
97,87,99,87,79,73,81,1,2
93,98,91,64,47,75,89,2,2
85,96,90,60,85,95,56,2,2
96,92,85,54,42,84,66,1,3
99,95,92,71,85,73,83,1,2
92,98,93,78,85,91,50,1,2
93,85,92,55,48,60,68,2,3
87,93,95,60,65,87,92,2,2
90,99,92,60,42,50,95,1,2
92,95,99,53,65,74,87,1,2
90,97,97,94,56,65,69,2,2
85,90,99,97,82,94,46,2,2
94,98,91,64,61,96,48,1,2
86,95,92,84,33,82,50,1,3
90,97,95,44,50,86,49,2,3
99,91,94,51,64,77,83,2,2
96,99,99,87,59,86,40,1,2
87,92,90,94,88,70,88,1,2
92,91,97,92,64,98,61,2,2
95,92,98,72,45,66,44,1,3
95,88,94,90,60,67,59,2,2
95,88,93,40,49,65,85,1,3
99,97,95,61,55,47,65,2,3
85,93,94,59,68,69,71,1,2
93,95,86,91,52,77,59,2,2
91,93,95,43,48,63,73,2,3
87,99,92,63,49,87,52,2,2
97,92,94,90,81,77,62,2,2
85,85,95,93,88,75,52,1,2
97,95,99,88,51,98,97,2,2
96,94,96,56,98,57,61,1,2
97,98,94,80,84,56,71,2,2
92,90,94,95,66,83,63,2,2
98,94,93,92,87,79,84,2,2
95,97,90,91,78,89,94,2,1
99,92,93,43,54,78,82,1,2
99,98,97,73,78,67,93,1,2
93,99,96,88,44,85,72,2,2
89,87,91,73,58,83,54,1,2
90,93,87,73,85,51,64,1,2
90,90,97,62,49,81,49,1,3
96,95,92,41,72,94,52,1,2
94,95,90,91,46,62,62,1,2
96,97,98,75,57,95,49,1,2
97,98,96,99,46,62,60,2,2
91,98,95,96,65,46,50,1,2
99,94,98,96,49,44,53,2,2
93,97,94,84,61,93,94,1,2
98,96,93,52,75,82,88,2,2
90,95,87,94,71,66,74,2,2
91,89,96,94,99,45,56,1,2
91,96,99,57,54,100,78,2,2
92,90,97,73,88,44,54,2,2
99,91,90,67,85,92,62,1,2
92,91,98,50,67,92,52,1,2
90,99,96,79,88,89,62,1,2
95,97,99,79,82,80,95,2,2
93,95,98,59,45,76,91,2,2
97,97,95,40,73,57,88,1,2
91,88,92,48,67,83,95,1,2
91,91,92,42,99,90,84,2,2
90,95,97,76,68,62,74,2,2
91,94,96,91,58,92,86,1,2
88,97,85,94,68,98,43,2,2
95,97,96,90,63,52,91,2,2
86,94,91,87,52,62,68,2,2
93,87,99,90,91,51,47,1,2
98,97,90,49,59,71,46,1,3
88,97,90,95,56,88,46,1,2
95,98,91,88,48,83,95,1,2
88,99,93,67,57,41,42,1,3
85,92,94,80,61,93,99,1,2
85,90,97,81,56,80,84,1,2
85,95,99,64,78,72,55,1,2
90,85,97,85,90,62,86,2,2
91,98,96,77,79,72,100,1,2
99,94,91,77,88,66,69,1,2
94,94,86,41,84,88,92,1,2
91,98,96,82,75,77,97,1,2
96,94,100,51,43,76,54,1,3
97,95,91,85,80,82,61,2,2
91,86,96,53,65,41,64,2,3
100,96,98,100,78,63,58,1,2
